"","V1","V2"
"889","Me1","Acacb"
"890","Me1","Acacb"
"891","Fasn","Acacb"
"892","Fasn","Acacb"
"893","Acadm","Acacb"
"894","Acadm","Acacb"
"895","Hmgcs2","Acacb"
"896","Hmgcs2","Acacb"
"897","Mlycd","Acacb"
"898","Mlycd","Acacb"
"899","Acadvl","Acacb"
"900","Acadvl","Acacb"
"901","Tspan3","Ptgfrn"
"902","Tspan3","Ptgfrn"
"903","Ttyh3","Ptgfrn"
"904","Ttyh3","Ptgfrn"
"905","Lamc1","Col15a1"
"906","Lamc1","Col15a1"
"907","Insig1","Hmga1"
"908","Insig1","Hmga1"
"909","Fdps","Hmga1"
"910","Fdps","Hmga1"
"911","Lipe","Agpat3"
"912","Lipe","Agpat3"
"913","Lpcat3","Agpat3"
"914","Lpcat3","Agpat3"
"915","Plin5","Agpat3"
"916","Plin5","Agpat3"
"917","Dgat2","Agpat3"
"918","Dgat2","Agpat3"
"919","Acsl1","Agpat3"
"920","Acsl1","Agpat3"
"921","Nkx2-5","Fblim1"
"922","Nkx2-5","Fblim1"
"923","Slc25a34","Fblim1"
"924","Slc25a34","Fblim1"
"925","Etfdh","Synpo2"
"926","Etfdh","Synpo2"
"927","Acta1","Synpo2"
"928","Acta1","Synpo2"
"929","Vwa8","Synpo2"
"930","Vwa8","Synpo2"
"931","Fblim1","Synpo2"
"932","Fblim1","Synpo2"
"933","Cat","Txnip"
"934","Cat","Txnip"
"935","Angptl4","Cpt1b"
"936","Angptl4","Cpt1b"
"937","Lipe","Cpt1b"
"938","Lipe","Cpt1b"
"939","Pdk4","Cpt1b"
"940","Pdk4","Cpt1b"
"941","Plin5","Cpt1b"
"942","Plin5","Cpt1b"
"943","Acot2","Cpt1b"
"944","Acot2","Cpt1b"
"945","Eci1","Cpt1b"
"946","Eci1","Cpt1b"
"947","Hsd17b4","Cpt1b"
"948","Hsd17b4","Cpt1b"
"949","Cidea","Cpt1b"
"950","Cidea","Cpt1b"
"951","Cpt1a","Cpt1b"
"952","Cpt1a","Cpt1b"
"953","Acadl","Cpt1b"
"954","Acadl","Cpt1b"
"955","Cpt2","Cpt1b"
"956","Cpt2","Cpt1b"
"957","Ucp3","Cpt1b"
"958","Ucp3","Cpt1b"
"959","Dgat2","Cpt1b"
"960","Dgat2","Cpt1b"
"961","Acsl1","Cpt1b"
"962","Acsl1","Cpt1b"
"963","Slc27a1","Cpt1b"
"964","Slc27a1","Cpt1b"
"965","Me1","Cpt1b"
"966","Me1","Cpt1b"
"967","Slc25a20","Cpt1b"
"968","Slc25a20","Cpt1b"
"969","Acaa2","Cpt1b"
"970","Acaa2","Cpt1b"
"971","Fasn","Cpt1b"
"972","Fasn","Cpt1b"
"973","Adra1b","Cpt1b"
"974","Adra1b","Cpt1b"
"975","Fabp3","Cpt1b"
"976","Fabp3","Cpt1b"
"977","Acadm","Cpt1b"
"978","Acadm","Cpt1b"
"979","Hmgcs2","Cpt1b"
"980","Hmgcs2","Cpt1b"
"981","Mlycd","Cpt1b"
"982","Mlycd","Cpt1b"
"983","Acadvl","Cpt1b"
"984","Acadvl","Cpt1b"
"985","Acacb","Cpt1b"
"986","Acacb","Cpt1b"
"987","Etfb","Hadhb"
"988","Etfb","Hadhb"
"989","Pdk4","Hadhb"
"990","Pdk4","Hadhb"
"991","Eci1","Hadhb"
"992","Eci1","Hadhb"
"993","Npc1","Hadhb"
"994","Npc1","Hadhb"
"995","Hsd17b4","Hadhb"
"996","Hsd17b4","Hadhb"
"997","Cpt1a","Hadhb"
"998","Cpt1a","Hadhb"
"999","Acadl","Hadhb"
"1000","Acadl","Hadhb"
"1001","Aldh9a1","Hadhb"
"1002","Aldh9a1","Hadhb"
"1003","Crat","Hadhb"
"1004","Crat","Hadhb"
"1005","Etfdh","Hadhb"
"1006","Etfdh","Hadhb"
"1007","Hadh","Hadhb"
"1008","Hadh","Hadhb"
"1009","Decr1","Hadhb"
"1010","Decr1","Hadhb"
"1011","Hsdl2","Hadhb"
"1012","Hsdl2","Hadhb"
"1013","Cpt2","Hadhb"
"1014","Cpt2","Hadhb"
"1015","Dgat2","Hadhb"
"1016","Dgat2","Hadhb"
"1017","Acsl1","Hadhb"
"1018","Acsl1","Hadhb"
"1019","Etfa","Hadhb"
"1020","Etfa","Hadhb"
"1021","Slc25a20","Hadhb"
"1022","Slc25a20","Hadhb"
"1023","Acaa2","Hadhb"
"1024","Acaa2","Hadhb"
"1025","Fasn","Hadhb"
"1026","Fasn","Hadhb"
"1027","Fabp3","Hadhb"
"1028","Fabp3","Hadhb"
"1029","Acadm","Hadhb"
"1030","Acadm","Hadhb"
"1031","Hmgcs2","Hadhb"
"1032","Hmgcs2","Hadhb"
"1033","Mlycd","Hadhb"
"1034","Mlycd","Hadhb"
"1035","Acadvl","Hadhb"
"1036","Acadvl","Hadhb"
"1037","Agpat3","Hadhb"
"1038","Agpat3","Hadhb"
"1039","Cpt1b","Hadhb"
"1040","Cpt1b","Hadhb"
"1041","Etfb","Dbi"
"1042","Etfb","Dbi"
"1043","Cat","Dbi"
"1044","Cat","Dbi"
"1045","Cpt2","Dbi"
"1046","Cpt2","Dbi"
"1047","Slc27a1","Dbi"
"1048","Slc27a1","Dbi"
"1049","Ldlr","Dbi"
"1050","Ldlr","Dbi"
"1051","Fabp3","Dbi"
"1052","Fabp3","Dbi"
"1053","Lipe","Ucp2"
"1054","Lipe","Ucp2"
"1055","Pdk4","Ucp2"
"1056","Pdk4","Ucp2"
"1057","Cidea","Ucp2"
"1058","Cidea","Ucp2"
"1059","Cpt1a","Ucp2"
"1060","Cpt1a","Ucp2"
"1061","Acadl","Ucp2"
"1062","Acadl","Ucp2"
"1063","Cat","Ucp2"
"1064","Cat","Ucp2"
"1065","Cpt2","Ucp2"
"1066","Cpt2","Ucp2"
"1067","Fasn","Ucp2"
"1068","Fasn","Ucp2"
"1069","Acadvl","Ucp2"
"1070","Acadvl","Ucp2"
"1071","Cpt1b","Ucp2"
"1072","Cpt1b","Ucp2"
"1073","Etfb","Hadha"
"1074","Etfb","Hadha"
"1075","Pdk4","Hadha"
"1076","Pdk4","Hadha"
"1077","Acot2","Hadha"
"1078","Acot2","Hadha"
"1079","Eci1","Hadha"
"1080","Eci1","Hadha"
"1081","Hsd17b4","Hadha"
"1082","Hsd17b4","Hadha"
"1083","Cpt1a","Hadha"
"1084","Cpt1a","Hadha"
"1085","Acadl","Hadha"
"1086","Acadl","Hadha"
"1087","Aldh9a1","Hadha"
"1088","Aldh9a1","Hadha"
"1089","Crat","Hadha"
"1090","Crat","Hadha"
"1091","Cat","Hadha"
"1092","Cat","Hadha"
"1093","Etfdh","Hadha"
"1094","Etfdh","Hadha"
"1095","Hadh","Hadha"
"1096","Hadh","Hadha"
"1097","Decr1","Hadha"
"1098","Decr1","Hadha"
"1099","Hsdl2","Hadha"
"1100","Hsdl2","Hadha"
"1101","Cpt2","Hadha"
"1102","Cpt2","Hadha"
"1103","Acsl1","Hadha"
"1104","Acsl1","Hadha"
"1105","Etfa","Hadha"
"1106","Etfa","Hadha"
"1107","Me1","Hadha"
"1108","Me1","Hadha"
"1109","Slc25a20","Hadha"
"1110","Slc25a20","Hadha"
"1111","Acaa2","Hadha"
"1112","Acaa2","Hadha"
"1113","Fasn","Hadha"
"1114","Fasn","Hadha"
"1115","Fabp3","Hadha"
"1116","Fabp3","Hadha"
"1117","Acadm","Hadha"
"1118","Acadm","Hadha"
"1119","Hmgcs2","Hadha"
"1120","Hmgcs2","Hadha"
"1121","Acadvl","Hadha"
"1122","Acadvl","Hadha"
"1123","Acacb","Hadha"
"1124","Acacb","Hadha"
"1125","Cpt1b","Hadha"
"1126","Cpt1b","Hadha"
"1127","Hadhb","Hadha"
"1128","Hadhb","Hadha"
"1129","Uhrf1","Mcm5"
"1130","Uhrf1","Mcm5"
"1131","Dnmt1","Mcm5"
"1132","Dnmt1","Mcm5"
"1133","Ccng1","Mcm5"
"1134","Ccng1","Mcm5"
"1135","Mcm4","Mcm5"
"1136","Mcm4","Mcm5"
"1137","Mcm6","Mcm5"
"1138","Mcm6","Mcm5"
"1139","Pcna","Mcm5"
"1140","Pcna","Mcm5"
"1141","Mcm3","Mcm5"
"1142","Mcm3","Mcm5"
"1143","Mcm2","Mcm5"
"1144","Mcm2","Mcm5"
"1145","Pdk4","Acot1"
"1146","Pdk4","Acot1"
"1147","Acot2","Acot1"
"1148","Acot2","Acot1"
"1149","Dhrs4","Acot1"
"1150","Dhrs4","Acot1"
"1151","Eci1","Acot1"
"1152","Eci1","Acot1"
"1153","Hsd17b4","Acot1"
"1154","Hsd17b4","Acot1"
"1155","Cpt1a","Acot1"
"1156","Cpt1a","Acot1"
"1157","Acadl","Acot1"
"1158","Acadl","Acot1"
"1159","Crat","Acot1"
"1160","Crat","Acot1"
"1161","Cat","Acot1"
"1162","Cat","Acot1"
"1163","Cpt2","Acot1"
"1164","Cpt2","Acot1"
"1165","Acsl1","Acot1"
"1166","Acsl1","Acot1"
"1167","Acaa2","Acot1"
"1168","Acaa2","Acot1"
"1169","Fasn","Acot1"
"1170","Fasn","Acot1"
"1171","Ephx2","Acot1"
"1172","Ephx2","Acot1"
"1173","Acadm","Acot1"
"1174","Acadm","Acot1"
"1175","Acot7","Acot1"
"1176","Acot7","Acot1"
"1177","Hmgcs2","Acot1"
"1178","Hmgcs2","Acot1"
"1179","Mlycd","Acot1"
"1180","Mlycd","Acot1"
"1181","Acadvl","Acot1"
"1182","Acadvl","Acot1"
"1183","Cpt1b","Acot1"
"1184","Cpt1b","Acot1"
"1185","Hadha","Acot1"
"1186","Hadha","Acot1"
"1187","Etfb","Eci2"
"1188","Etfb","Eci2"
"1189","Pdk4","Eci2"
"1190","Pdk4","Eci2"
"1191","Acot2","Eci2"
"1192","Acot2","Eci2"
"1193","Dhrs4","Eci2"
"1194","Dhrs4","Eci2"
"1195","Eci1","Eci2"
"1196","Eci1","Eci2"
"1197","Hsd17b4","Eci2"
"1198","Hsd17b4","Eci2"
"1199","Cpt1a","Eci2"
"1200","Cpt1a","Eci2"
"1201","Acadl","Eci2"
"1202","Acadl","Eci2"
"1203","Aldh9a1","Eci2"
"1204","Aldh9a1","Eci2"
"1205","Crat","Eci2"
"1206","Crat","Eci2"
"1207","Cat","Eci2"
"1208","Cat","Eci2"
"1209","Etfdh","Eci2"
"1210","Etfdh","Eci2"
"1211","Hadh","Eci2"
"1212","Hadh","Eci2"
"1213","Abcd3","Eci2"
"1214","Abcd3","Eci2"
"1215","Decr1","Eci2"
"1216","Decr1","Eci2"
"1217","Hsdl2","Eci2"
"1218","Hsdl2","Eci2"
"1219","Cpt2","Eci2"
"1220","Cpt2","Eci2"
"1221","Fkbp4","Eci2"
"1222","Fkbp4","Eci2"
"1223","Acsl1","Eci2"
"1224","Acsl1","Eci2"
"1225","Etfa","Eci2"
"1226","Etfa","Eci2"
"1227","Slc25a20","Eci2"
"1228","Slc25a20","Eci2"
"1229","Acaa2","Eci2"
"1230","Acaa2","Eci2"
"1231","Ephx2","Eci2"
"1232","Ephx2","Eci2"
"1233","Fabp3","Eci2"
"1234","Fabp3","Eci2"
"1235","Acadm","Eci2"
"1236","Acadm","Eci2"
"1237","Hmgcs2","Eci2"
"1238","Hmgcs2","Eci2"
"1239","Mlycd","Eci2"
"1240","Mlycd","Eci2"
"1241","Acadvl","Eci2"
"1242","Acadvl","Eci2"
"1243","Cpt1b","Eci2"
"1244","Cpt1b","Eci2"
"1245","Hadhb","Eci2"
"1246","Hadhb","Eci2"
"1247","Hadha","Eci2"
"1248","Hadha","Eci2"
"1249","Acot1","Eci2"
"1250","Acot1","Eci2"
"1251","Cyp51","Idi1"
"1252","Cyp51","Idi1"
"1253","Hsd17b7","Idi1"
"1254","Hsd17b7","Idi1"
"1255","Ldlr","Idi1"
"1256","Ldlr","Idi1"
"1257","Dhcr24","Idi1"
"1258","Dhcr24","Idi1"
"1259","Fasn","Idi1"
"1260","Fasn","Idi1"
"1261","Insig1","Idi1"
"1262","Insig1","Idi1"
"1263","Acot7","Idi1"
"1264","Acot7","Idi1"
"1265","Fdps","Idi1"
"1266","Fdps","Idi1"
"1267","Hmgcs2","Idi1"
"1268","Hmgcs2","Idi1"
"1269","Cyp51","Hmgcs1"
"1270","Cyp51","Hmgcs1"
"1271","Pdk4","Hmgcs1"
"1272","Pdk4","Hmgcs1"
"1273","Cpt1a","Hmgcs1"
"1274","Cpt1a","Hmgcs1"
"1275","Hsd17b7","Hmgcs1"
"1276","Hsd17b7","Hmgcs1"
"1277","Hadh","Hmgcs1"
"1278","Hadh","Hmgcs1"
"1279","Acsl1","Hmgcs1"
"1280","Acsl1","Hmgcs1"
"1281","Ldlr","Hmgcs1"
"1282","Ldlr","Hmgcs1"
"1283","Acaa2","Hmgcs1"
"1284","Acaa2","Hmgcs1"
"1285","Dhcr24","Hmgcs1"
"1286","Dhcr24","Hmgcs1"
"1287","Fasn","Hmgcs1"
"1288","Fasn","Hmgcs1"
"1289","Insig1","Hmgcs1"
"1290","Insig1","Hmgcs1"
"1291","Fdps","Hmgcs1"
"1292","Fdps","Hmgcs1"
"1293","Hmgcs2","Hmgcs1"
"1294","Hmgcs2","Hmgcs1"
"1295","Acacb","Hmgcs1"
"1296","Acacb","Hmgcs1"
"1297","Txnip","Hmgcs1"
"1298","Txnip","Hmgcs1"
"1299","Hadhb","Hmgcs1"
"1300","Hadhb","Hmgcs1"
"1301","Idi1","Hmgcs1"
"1302","Idi1","Hmgcs1"
