"","V1","V2"
"1723","Cpt2","Cpt1b"
"1724","Cpt2","Cpt1b"
"1725","Ucp3","Cpt1b"
"1726","Ucp3","Cpt1b"
"1727","Dgat2","Cpt1b"
"1728","Dgat2","Cpt1b"
"1729","Acsl1","Cpt1b"
"1730","Acsl1","Cpt1b"
"1731","Slc27a1","Cpt1b"
"1732","Slc27a1","Cpt1b"
"1733","Me1","Cpt1b"
"1734","Me1","Cpt1b"
"1735","Slc25a20","Cpt1b"
"1736","Slc25a20","Cpt1b"
"1737","Acaa2","Cpt1b"
"1738","Acaa2","Cpt1b"
"1739","Fasn","Cpt1b"
"1740","Fasn","Cpt1b"
"1741","Adra1b","Cpt1b"
"1742","Adra1b","Cpt1b"
"1743","Fabp3","Cpt1b"
"1744","Fabp3","Cpt1b"
"1745","Hmgcs2","Cpt1b"
"1746","Hmgcs2","Cpt1b"
"1747","Mlycd","Cpt1b"
"1748","Mlycd","Cpt1b"
"1749","Acadvl","Cpt1b"
"1750","Acadvl","Cpt1b"
"1751","Acacb","Cpt1b"
"1752","Acacb","Cpt1b"
"1753","Cat","Serpinb6b"
"1754","Cat","Serpinb6b"
"1755","Clca1","Serpinb6b"
"1756","Clca1","Serpinb6b"
"1757","Ly6c1","Serpinb6b"
"1758","Ly6c1","Serpinb6b"
"1759","Ccnl2","Srsf5"
"1760","Ccnl2","Srsf5"
"1761","Clk1","Srsf5"
"1762","Clk1","Srsf5"
"1763","Etfb","Oxct1"
"1764","Etfb","Oxct1"
"1765","Eci1","Oxct1"
"1766","Eci1","Oxct1"
"1767","Echs1","Oxct1"
"1768","Echs1","Oxct1"
"1769","Hadh","Oxct1"
"1770","Hadh","Oxct1"
"1771","Hsdl2","Oxct1"
"1772","Hsdl2","Oxct1"
"1773","Bcat2","Oxct1"
"1774","Bcat2","Oxct1"
"1775","Etfa","Oxct1"
"1776","Etfa","Oxct1"
"1777","Acaa2","Oxct1"
"1778","Acaa2","Oxct1"
"1779","Pcx","Oxct1"
"1780","Pcx","Oxct1"
"1781","Aldh6a1","Oxct1"
"1782","Aldh6a1","Oxct1"
"1783","Hmgcs2","Oxct1"
"1784","Hmgcs2","Oxct1"
"1785","Nrbp2","Mcf2l"
"1786","Nrbp2","Mcf2l"
"1787","Ckmt2","Xirp2"
"1788","Ckmt2","Xirp2"
"1789","Srl","Xirp2"
"1790","Srl","Xirp2"
"1791","Ankrd1","Xirp2"
"1792","Ankrd1","Xirp2"
"1793","Pdlim3","Xirp2"
"1794","Pdlim3","Xirp2"
"1795","Acta1","Xirp2"
"1796","Acta1","Xirp2"
"1797","Ankrd23","Xirp2"
"1798","Ankrd23","Xirp2"
"1799","Hrc","Xirp2"
"1800","Hrc","Xirp2"
"1801","Etfb","Hadhb"
"1802","Etfb","Hadhb"
"1803","Acadsb","Hadhb"
"1804","Acadsb","Hadhb"
"1805","Pdk4","Hadhb"
"1806","Pdk4","Hadhb"
"1807","Srebf2","Hadhb"
"1808","Srebf2","Hadhb"
"1809","Eci1","Hadhb"
"1810","Eci1","Hadhb"
"1811","Npc1","Hadhb"
"1812","Npc1","Hadhb"
"1813","Hsd17b4","Hadhb"
"1814","Hsd17b4","Hadhb"
"1815","Cpt1a","Hadhb"
"1816","Cpt1a","Hadhb"
"1817","Echs1","Hadhb"
"1818","Echs1","Hadhb"
"1819","Acadl","Hadhb"
"1820","Acadl","Hadhb"
"1821","Aldh9a1","Hadhb"
"1822","Aldh9a1","Hadhb"
"1823","Crat","Hadhb"
"1824","Crat","Hadhb"
"1825","Etfdh","Hadhb"
"1826","Etfdh","Hadhb"
"1827","Hadh","Hadhb"
"1828","Hadh","Hadhb"
"1829","Decr1","Hadhb"
"1830","Decr1","Hadhb"
"1831","Hsdl2","Hadhb"
"1832","Hsdl2","Hadhb"
"1833","Cpt2","Hadhb"
"1834","Cpt2","Hadhb"
"1835","Dgat2","Hadhb"
"1836","Dgat2","Hadhb"
"1837","Acsl1","Hadhb"
"1838","Acsl1","Hadhb"
"1839","Etfa","Hadhb"
"1840","Etfa","Hadhb"
"1841","Slc25a20","Hadhb"
"1842","Slc25a20","Hadhb"
"1843","Acaa2","Hadhb"
"1844","Acaa2","Hadhb"
"1845","Fasn","Hadhb"
"1846","Fasn","Hadhb"
"1847","Fabp3","Hadhb"
"1848","Fabp3","Hadhb"
"1849","Aldh6a1","Hadhb"
"1850","Aldh6a1","Hadhb"
"1851","Hmgcs2","Hadhb"
"1852","Hmgcs2","Hadhb"
"1853","Mlycd","Hadhb"
"1854","Mlycd","Hadhb"
"1855","Acadvl","Hadhb"
"1856","Acadvl","Hadhb"
"1857","Agpat3","Hadhb"
"1858","Agpat3","Hadhb"
"1859","Cpt1b","Hadhb"
"1860","Cpt1b","Hadhb"
"1861","Oxct1","Hadhb"
"1862","Oxct1","Hadhb"
"1863","Srsf5","Luc7l"
"1864","Srsf5","Luc7l"
"1865","Atp6v1b2","Dmxl2"
"1866","Atp6v1b2","Dmxl2"
"1867","Pcp4l1","Dmxl2"
"1868","Pcp4l1","Dmxl2"
"1869","Ndrg2","Sgk1"
"1870","Ndrg2","Sgk1"
"1871","Ndrg1","Sgk1"
"1872","Ndrg1","Sgk1"
"1873","Pdk4","Sgk1"
"1874","Pdk4","Sgk1"
"1875","Ddit4","Sgk1"
"1876","Ddit4","Sgk1"
"1877","Smg1","Sgk1"
"1878","Smg1","Sgk1"
"1879","Foxo3","Sgk1"
"1880","Foxo3","Sgk1"
"1881","Fkbp5","Sgk1"
"1882","Fkbp5","Sgk1"
"1883","Insr","Sgk1"
"1884","Insr","Sgk1"
"1885","Rab11b","Sgk1"
"1886","Rab11b","Sgk1"
"1887","Etfb","Dbi"
"1888","Etfb","Dbi"
"1889","Lpl","Dbi"
"1890","Lpl","Dbi"
"1891","Cat","Dbi"
"1892","Cat","Dbi"
"1893","Fabp4","Dbi"
"1894","Fabp4","Dbi"
"1895","Cpt2","Dbi"
"1896","Cpt2","Dbi"
"1897","Slc27a1","Dbi"
"1898","Slc27a1","Dbi"
"1899","Ldlr","Dbi"
"1900","Ldlr","Dbi"
"1901","Fabp3","Dbi"
"1902","Fabp3","Dbi"
"1903","Ccnd2","Vegfa"
"1904","Ccnd2","Vegfa"
"1905","Angptl4","Vegfa"
"1906","Angptl4","Vegfa"
"1907","Prkaca","Vegfa"
"1908","Prkaca","Vegfa"
"1909","Nkx2-5","Vegfa"
"1910","Nkx2-5","Vegfa"
"1911","Timp3","Vegfa"
"1912","Timp3","Vegfa"
"1913","Igfbp3","Vegfa"
"1914","Igfbp3","Vegfa"
"1915","Cdkn1a","Vegfa"
"1916","Cdkn1a","Vegfa"
"1917","Cat","Vegfa"
"1918","Cat","Vegfa"
"1919","Pdlim5","Vegfa"
"1920","Pdlim5","Vegfa"
"1921","Slc2a1","Vegfa"
"1922","Slc2a1","Vegfa"
"1923","Abcg2","Vegfa"
"1924","Abcg2","Vegfa"
"1925","Mmp15","Vegfa"
"1926","Mmp15","Vegfa"
"1927","Acta1","Vegfa"
"1928","Acta1","Vegfa"
"1929","Bmpr1a","Vegfa"
"1930","Bmpr1a","Vegfa"
"1931","Ctnnal1","Vegfa"
"1932","Ctnnal1","Vegfa"
"1933","Fgf1","Vegfa"
"1934","Fgf1","Vegfa"
"1935","Foxo3","Vegfa"
"1936","Foxo3","Vegfa"
"1937","Ly6c1","Vegfa"
"1938","Ly6c1","Vegfa"
"1939","Bsg","Vegfa"
"1940","Bsg","Vegfa"
"1941","Ccnb1","Vegfa"
"1942","Ccnb1","Vegfa"
"1943","Insr","Vegfa"
"1944","Insr","Vegfa"
"1945","Bnip3","Vegfa"
"1946","Bnip3","Vegfa"
"1947","Hif3a","Vegfa"
"1948","Hif3a","Vegfa"
"1949","Lipe","Ppargc1a"
"1950","Lipe","Ppargc1a"
"1951","Lpl","Ppargc1a"
"1952","Lpl","Ppargc1a"
"1953","Pdk4","Ppargc1a"
"1954","Pdk4","Ppargc1a"
"1955","Plin5","Ppargc1a"
"1956","Plin5","Ppargc1a"
"1957","Ckmt2","Ppargc1a"
"1958","Ckmt2","Ppargc1a"
"1959","Srebf2","Ppargc1a"
"1960","Srebf2","Ppargc1a"
"1961","Eci1","Ppargc1a"
"1962","Eci1","Ppargc1a"
"1963","Hsd17b4","Ppargc1a"
"1964","Hsd17b4","Ppargc1a"
"1965","Cidea","Ppargc1a"
"1966","Cidea","Ppargc1a"
"1967","Cpt1a","Ppargc1a"
"1968","Cpt1a","Ppargc1a"
"1969","Echs1","Ppargc1a"
"1970","Echs1","Ppargc1a"
"1971","Acadl","Ppargc1a"
"1972","Acadl","Ppargc1a"
"1973","Cat","Ppargc1a"
"1974","Cat","Ppargc1a"
"1975","Fabp4","Ppargc1a"
"1976","Fabp4","Ppargc1a"
"1977","Cpt2","Ppargc1a"
"1978","Cpt2","Ppargc1a"
"1979","Slc2a1","Ppargc1a"
"1980","Slc2a1","Ppargc1a"
"1981","Prkag2","Ppargc1a"
"1982","Prkag2","Ppargc1a"
"1983","Klf15","Ppargc1a"
"1984","Klf15","Ppargc1a"
"1985","Smg1","Ppargc1a"
"1986","Smg1","Ppargc1a"
"1987","Ucp3","Ppargc1a"
"1988","Ucp3","Ppargc1a"
"1989","Dgat2","Ppargc1a"
"1990","Dgat2","Ppargc1a"
"1991","Acsl1","Ppargc1a"
"1992","Acsl1","Ppargc1a"
"1993","Slc27a1","Ppargc1a"
"1994","Slc27a1","Ppargc1a"
"1995","Me1","Ppargc1a"
"1996","Me1","Ppargc1a"
"1997","Ogt","Ppargc1a"
"1998","Ogt","Ppargc1a"
"1999","Foxo3","Ppargc1a"
"2000","Foxo3","Ppargc1a"
"2001","Fasn","Ppargc1a"
"2002","Fasn","Ppargc1a"
"2003","Pcx","Ppargc1a"
"2004","Pcx","Ppargc1a"
"2005","Fabp3","Ppargc1a"
"2006","Fabp3","Ppargc1a"
"2007","Hmgcs2","Ppargc1a"
"2008","Hmgcs2","Ppargc1a"
"2009","Insr","Ppargc1a"
"2010","Insr","Ppargc1a"
"2011","Mlycd","Ppargc1a"
"2012","Mlycd","Ppargc1a"
"2013","Nppa","Ppargc1a"
"2014","Nppa","Ppargc1a"
"2015","Nppb","Ppargc1a"
"2016","Nppb","Ppargc1a"
"2017","Acadvl","Ppargc1a"
"2018","Acadvl","Ppargc1a"
"2019","Acacb","Ppargc1a"
"2020","Acacb","Ppargc1a"
"2021","Sqstm1","Ppargc1a"
"2022","Sqstm1","Ppargc1a"
"2023","Myh7","Ppargc1a"
"2024","Myh7","Ppargc1a"
"2025","Bnip3","Ppargc1a"
"2026","Bnip3","Ppargc1a"
"2027","Cpt1b","Ppargc1a"
"2028","Cpt1b","Ppargc1a"
"2029","Vegfa","Ppargc1a"
"2030","Vegfa","Ppargc1a"
"2031","Pdlim5","Slmap"
"2032","Pdlim5","Slmap"
"2033","Strip2","Slmap"
"2034","Strip2","Slmap"
"2035","Abcc9","Slmap"
"2036","Abcc9","Slmap"
"2037","Mtmr14","Slmap"
"2038","Mtmr14","Slmap"
"2039","Acadl","Mpc1"
"2040","Acadl","Mpc1"
"2041","Bcat2","Mpc1"
"2042","Bcat2","Mpc1"
"2043","Me1","Mpc1"
"2044","Me1","Mpc1"
"2045","Slc25a20","Mpc1"
"2046","Slc25a20","Mpc1"
"2047","Pcx","Mpc1"
"2048","Pcx","Mpc1"
"2049","Srsf5","Mpc1"
"2050","Srsf5","Mpc1"
"2051","Lipe","Ucp2"
"2052","Lipe","Ucp2"
"2053","Lpl","Ucp2"
"2054","Lpl","Ucp2"
"2055","Pdk4","Ucp2"
"2056","Pdk4","Ucp2"
"2057","Cidea","Ucp2"
"2058","Cidea","Ucp2"
"2059","Cpt1a","Ucp2"
"2060","Cpt1a","Ucp2"
"2061","Acadl","Ucp2"
"2062","Acadl","Ucp2"
"2063","Cat","Ucp2"
"2064","Cat","Ucp2"
"2065","Fabp4","Ucp2"
"2066","Fabp4","Ucp2"
"2067","Cpt2","Ucp2"
"2068","Cpt2","Ucp2"
"2069","Fasn","Ucp2"
"2070","Fasn","Ucp2"
"2071","Acadvl","Ucp2"
"2072","Acadvl","Ucp2"
"2073","Cpt1b","Ucp2"
"2074","Cpt1b","Ucp2"
"2075","Ppargc1a","Ucp2"
"2076","Ppargc1a","Ucp2"
"2077","Etfb","Hadha"
"2078","Etfb","Hadha"
"2079","Lpl","Hadha"
"2080","Lpl","Hadha"
"2081","Acadsb","Hadha"
"2082","Acadsb","Hadha"
"2083","Pdk4","Hadha"
"2084","Pdk4","Hadha"
"2085","Acot2","Hadha"
"2086","Acot2","Hadha"
"2087","Eci1","Hadha"
"2088","Eci1","Hadha"
"2089","Hsd17b4","Hadha"
"2090","Hsd17b4","Hadha"
"2091","Cpt1a","Hadha"
"2092","Cpt1a","Hadha"
"2093","Echs1","Hadha"
"2094","Echs1","Hadha"
"2095","Acadl","Hadha"
"2096","Acadl","Hadha"
"2097","Aldh9a1","Hadha"
"2098","Aldh9a1","Hadha"
"2099","Crat","Hadha"
"2100","Crat","Hadha"
"2101","Cat","Hadha"
"2102","Cat","Hadha"
"2103","Fabp4","Hadha"
"2104","Fabp4","Hadha"
"2105","Etfdh","Hadha"
"2106","Etfdh","Hadha"
"2107","Hadh","Hadha"
"2108","Hadh","Hadha"
"2109","Decr1","Hadha"
"2110","Decr1","Hadha"
"2111","Hsdl2","Hadha"
"2112","Hsdl2","Hadha"
"2113","Cpt2","Hadha"
"2114","Cpt2","Hadha"
"2115","Acsl1","Hadha"
"2116","Acsl1","Hadha"
"2117","Etfa","Hadha"
"2118","Etfa","Hadha"
"2119","Me1","Hadha"
"2120","Me1","Hadha"
"2121","Slc25a20","Hadha"
"2122","Slc25a20","Hadha"
"2123","Acaa2","Hadha"
"2124","Acaa2","Hadha"
"2125","Fasn","Hadha"
"2126","Fasn","Hadha"
"2127","Fabp3","Hadha"
"2128","Fabp3","Hadha"
"2129","Aldh6a1","Hadha"
"2130","Aldh6a1","Hadha"
"2131","Hmgcs2","Hadha"
"2132","Hmgcs2","Hadha"
"2133","Acadvl","Hadha"
"2134","Acadvl","Hadha"
"2135","Acacb","Hadha"
"2136","Acacb","Hadha"
"2137","Cpt1b","Hadha"
"2138","Cpt1b","Hadha"
"2139","Oxct1","Hadha"
"2140","Oxct1","Hadha"
"2141","Hadhb","Hadha"
"2142","Hadhb","Hadha"
"2143","Ppargc1a","Hadha"
"2144","Ppargc1a","Hadha"
"2145","Mpc1","Hadha"
"2146","Mpc1","Hadha"
"2147","Ntn1","Raph1"
"2148","Ntn1","Raph1"
"2149","Pdlim5","Sorbs2"
"2150","Pdlim5","Sorbs2"
"2151","Pdlim3","Sorbs2"
"2152","Pdlim3","Sorbs2"
"2153","Rasl11b","Sorbs2"
"2154","Rasl11b","Sorbs2"
"2155","Insr","Sorbs2"
"2156","Insr","Sorbs2"
"2157","Klf15","Kcnip2"
"2158","Klf15","Kcnip2"
"2159","Kcne1","Kcnip2"
"2160","Kcne1","Kcnip2"
"2161","Abcc9","Kcnip2"
"2162","Abcc9","Kcnip2"
"2163","Myh7","Kcnip2"
"2164","Myh7","Kcnip2"
"2165","Prkaca","Gng2"
"2166","Prkaca","Gng2"
"2167","Prkag2","Gng2"
"2168","Prkag2","Gng2"
"2169","Lpar3","Gng2"
"2170","Lpar3","Gng2"
"2171","Gpsm1","Gng2"
"2172","Gpsm1","Gng2"
"2173","Adra1b","Gng2"
"2174","Adra1b","Gng2"
"2175","Adcy6","Gng2"
"2176","Adcy6","Gng2"
"2177","Ramp1","Gng2"
"2178","Ramp1","Gng2"
"2179","Uhrf1","Mcm5"
"2180","Uhrf1","Mcm5"
"2181","Dnmt1","Mcm5"
"2182","Dnmt1","Mcm5"
"2183","Ccng1","Mcm5"
"2184","Ccng1","Mcm5"
"2185","Mcm4","Mcm5"
"2186","Mcm4","Mcm5"
"2187","Mcm6","Mcm5"
"2188","Mcm6","Mcm5"
"2189","Pcna","Mcm5"
"2190","Pcna","Mcm5"
"2191","Rbl2","Mcm5"
"2192","Rbl2","Mcm5"
"2193","Smc4","Mcm5"
"2194","Smc4","Mcm5"
"2195","Mcm3","Mcm5"
"2196","Mcm3","Mcm5"
"2197","Mcm2","Mcm5"
"2198","Mcm2","Mcm5"
"2199","Ccnb1","Mcm5"
"2200","Ccnb1","Mcm5"
"2201","Luc7l","Mcm5"
"2202","Luc7l","Mcm5"
"2203","Mcm6","Ppfia1"
"2204","Mcm6","Ppfia1"
"2205","Ctnnal1","Ppfia1"
"2206","Ctnnal1","Ppfia1"
"2207","Smg1","Rnps1"
"2208","Smg1","Rnps1"
"2209","Srsf5","Rnps1"
"2210","Srsf5","Rnps1"
"2211","Pdk4","Acot1"
"2212","Pdk4","Acot1"
"2213","Acot2","Acot1"
"2214","Acot2","Acot1"
"2215","Dhrs4","Acot1"
"2216","Dhrs4","Acot1"
"2217","Eci1","Acot1"
"2218","Eci1","Acot1"
"2219","Hsd17b4","Acot1"
"2220","Hsd17b4","Acot1"
"2221","Cpt1a","Acot1"
"2222","Cpt1a","Acot1"
"2223","Acadl","Acot1"
"2224","Acadl","Acot1"
"2225","Crat","Acot1"
"2226","Crat","Acot1"
"2227","Cat","Acot1"
"2228","Cat","Acot1"
"2229","Cpt2","Acot1"
"2230","Cpt2","Acot1"
"2231","Acsl1","Acot1"
"2232","Acsl1","Acot1"
"2233","Acaa2","Acot1"
"2234","Acaa2","Acot1"
"2235","Fasn","Acot1"
"2236","Fasn","Acot1"
"2237","Ephx2","Acot1"
"2238","Ephx2","Acot1"
"2239","Hmgcs2","Acot1"
"2240","Hmgcs2","Acot1"
"2241","Mlycd","Acot1"
"2242","Mlycd","Acot1"
"2243","Acadvl","Acot1"
"2244","Acadvl","Acot1"
"2245","Acot11","Acot1"
"2246","Acot11","Acot1"
"2247","Cpt1b","Acot1"
"2248","Cpt1b","Acot1"
"2249","Hadha","Acot1"
"2250","Hadha","Acot1"
"2251","Angptl4","Pnpla2"
"2252","Angptl4","Pnpla2"
"2253","Lipe","Pnpla2"
"2254","Lipe","Pnpla2"
"2255","Prkaca","Pnpla2"
"2256","Prkaca","Pnpla2"
"2257","Lpl","Pnpla2"
"2258","Lpl","Pnpla2"
"2259","Pdk4","Pnpla2"
"2260","Pdk4","Pnpla2"
"2261","Plin3","Pnpla2"
"2262","Plin3","Pnpla2"
"2263","Plin5","Pnpla2"
"2264","Plin5","Pnpla2"
"2265","Srebf2","Pnpla2"
"2266","Srebf2","Pnpla2"
"2267","Cidea","Pnpla2"
"2268","Cidea","Pnpla2"
"2269","Cpt1a","Pnpla2"
"2270","Cpt1a","Pnpla2"
"2271","Acadl","Pnpla2"
"2272","Acadl","Pnpla2"
"2273","Fabp4","Pnpla2"
"2274","Fabp4","Pnpla2"
"2275","Cpt2","Pnpla2"
"2276","Cpt2","Pnpla2"
"2277","Ucp3","Pnpla2"
"2278","Ucp3","Pnpla2"
"2279","Dgat2","Pnpla2"
"2280","Dgat2","Pnpla2"
"2281","Acsl1","Pnpla2"
"2282","Acsl1","Pnpla2"
"2283","Slc27a1","Pnpla2"
"2284","Slc27a1","Pnpla2"
"2285","Slc25a20","Pnpla2"
"2286","Slc25a20","Pnpla2"
"2287","Foxo3","Pnpla2"
"2288","Foxo3","Pnpla2"
"2289","Fasn","Pnpla2"
"2290","Fasn","Pnpla2"
"2291","Fabp3","Pnpla2"
"2292","Fabp3","Pnpla2"
"2293","Acadvl","Pnpla2"
"2294","Acadvl","Pnpla2"
"2295","Acacb","Pnpla2"
"2296","Acacb","Pnpla2"
"2297","Agpat3","Pnpla2"
"2298","Agpat3","Pnpla2"
"2299","Cpt1b","Pnpla2"
"2300","Cpt1b","Pnpla2"
"2301","Ppargc1a","Pnpla2"
"2302","Ppargc1a","Pnpla2"
"2303","Ucp2","Pnpla2"
"2304","Ucp2","Pnpla2"
"2305","Hadha","Pnpla2"
"2306","Hadha","Pnpla2"
"2307","Ccnd2","Tfdp2"
"2308","Ccnd2","Tfdp2"
"2309","Dnmt1","Tfdp2"
"2310","Dnmt1","Tfdp2"
"2311","Ccng1","Tfdp2"
"2312","Ccng1","Tfdp2"
"2313","Cdkn1a","Tfdp2"
"2314","Cdkn1a","Tfdp2"
"2315","Pcna","Tfdp2"
"2316","Pcna","Tfdp2"
"2317","Rbl2","Tfdp2"
"2318","Rbl2","Tfdp2"
"2319","Ccnb1","Tfdp2"
"2320","Ccnb1","Tfdp2"
"2321","Fras1","Egfl7"
"2322","Fras1","Egfl7"
"2323","Vegfa","Egfl7"
"2324","Vegfa","Egfl7"
"2325","Ckmt2","Csrp3"
"2326","Ckmt2","Csrp3"
"2327","Srl","Csrp3"
"2328","Srl","Csrp3"
"2329","Ankrd1","Csrp3"
"2330","Ankrd1","Csrp3"
"2331","Prkag2","Csrp3"
"2332","Prkag2","Csrp3"
"2333","Myom2","Csrp3"
"2334","Myom2","Csrp3"
"2335","Pdlim3","Csrp3"
"2336","Pdlim3","Csrp3"
"2337","Acta1","Csrp3"
"2338","Acta1","Csrp3"
"2339","Ctnnal1","Csrp3"
"2340","Ctnnal1","Csrp3"
"2341","Hspb6","Csrp3"
"2342","Hspb6","Csrp3"
"2343","Ankrd23","Csrp3"
"2344","Ankrd23","Csrp3"
"2345","Myom1","Csrp3"
"2346","Myom1","Csrp3"
"2347","Lrrc10","Csrp3"
"2348","Lrrc10","Csrp3"
"2349","Hrc","Csrp3"
"2350","Hrc","Csrp3"
"2351","Nppa","Csrp3"
"2352","Nppa","Csrp3"
"2353","Nppb","Csrp3"
"2354","Nppb","Csrp3"
"2355","Myh7","Csrp3"
"2356","Myh7","Csrp3"
"2357","Synpo2","Csrp3"
"2358","Synpo2","Csrp3"
"2359","Xirp2","Csrp3"
"2360","Xirp2","Csrp3"
"2361","Etfb","Eci2"
"2362","Etfb","Eci2"
"2363","Acadsb","Eci2"
"2364","Acadsb","Eci2"
"2365","Pdk4","Eci2"
"2366","Pdk4","Eci2"
"2367","Acot2","Eci2"
"2368","Acot2","Eci2"
"2369","Dhrs4","Eci2"
"2370","Dhrs4","Eci2"
"2371","Eci1","Eci2"
"2372","Eci1","Eci2"
"2373","Hsd17b4","Eci2"
"2374","Hsd17b4","Eci2"
"2375","Cpt1a","Eci2"
"2376","Cpt1a","Eci2"
"2377","Acadl","Eci2"
"2378","Acadl","Eci2"
"2379","Aldh9a1","Eci2"
"2380","Aldh9a1","Eci2"
"2381","Crat","Eci2"
"2382","Crat","Eci2"
"2383","Cat","Eci2"
"2384","Cat","Eci2"
"2385","Fabp4","Eci2"
"2386","Fabp4","Eci2"
"2387","Etfdh","Eci2"
"2388","Etfdh","Eci2"
"2389","Hadh","Eci2"
"2390","Hadh","Eci2"
"2391","Abcd3","Eci2"
"2392","Abcd3","Eci2"
"2393","Decr1","Eci2"
"2394","Decr1","Eci2"
"2395","Hsdl2","Eci2"
"2396","Hsdl2","Eci2"
"2397","Cpt2","Eci2"
"2398","Cpt2","Eci2"
"2399","Fkbp4","Eci2"
"2400","Fkbp4","Eci2"
"2401","Acsl1","Eci2"
"2402","Acsl1","Eci2"
"2403","Etfa","Eci2"
"2404","Etfa","Eci2"
"2405","Slc25a20","Eci2"
"2406","Slc25a20","Eci2"
"2407","Acaa2","Eci2"
"2408","Acaa2","Eci2"
"2409","Ephx2","Eci2"
"2410","Ephx2","Eci2"
"2411","Fabp3","Eci2"
"2412","Fabp3","Eci2"
"2413","Hmgcs2","Eci2"
"2414","Hmgcs2","Eci2"
"2415","Mlycd","Eci2"
"2416","Mlycd","Eci2"
"2417","Acadvl","Eci2"
"2418","Acadvl","Eci2"
"2419","Cpt1b","Eci2"
"2420","Cpt1b","Eci2"
"2421","Hadhb","Eci2"
"2422","Hadhb","Eci2"
"2423","Hadha","Eci2"
"2424","Hadha","Eci2"
"2425","Acot1","Eci2"
"2426","Acot1","Eci2"
"2427","Cyp51","Idi1"
"2428","Cyp51","Idi1"
"2429","Srebf2","Idi1"
"2430","Srebf2","Idi1"
"2431","Hsd17b7","Idi1"
"2432","Hsd17b7","Idi1"
"2433","Ldlr","Idi1"
"2434","Ldlr","Idi1"
"2435","Dhcr24","Idi1"
"2436","Dhcr24","Idi1"
"2437","Fasn","Idi1"
"2438","Fasn","Idi1"
"2439","Insig1","Idi1"
"2440","Insig1","Idi1"
"2441","Fdps","Idi1"
"2442","Fdps","Idi1"
"2443","Hmgcs2","Idi1"
"2444","Hmgcs2","Idi1"
"2445","Oxct1","Idi1"
"2446","Oxct1","Idi1"
"2447","Cyp51","Hmgcs1"
"2448","Cyp51","Hmgcs1"
"2449","Pdk4","Hmgcs1"
"2450","Pdk4","Hmgcs1"
"2451","Srebf2","Hmgcs1"
"2452","Srebf2","Hmgcs1"
"2453","Cpt1a","Hmgcs1"
"2454","Cpt1a","Hmgcs1"
"2455","Echs1","Hmgcs1"
"2456","Echs1","Hmgcs1"
"2457","Hsd17b7","Hmgcs1"
"2458","Hsd17b7","Hmgcs1"
"2459","Hadh","Hmgcs1"
"2460","Hadh","Hmgcs1"
"2461","Acsl1","Hmgcs1"
"2462","Acsl1","Hmgcs1"
"2463","Ldlr","Hmgcs1"
"2464","Ldlr","Hmgcs1"
"2465","Acaa2","Hmgcs1"
"2466","Acaa2","Hmgcs1"
"2467","Dhcr24","Hmgcs1"
"2468","Dhcr24","Hmgcs1"
"2469","Fasn","Hmgcs1"
"2470","Fasn","Hmgcs1"
"2471","Insig1","Hmgcs1"
"2472","Insig1","Hmgcs1"
"2473","Fdps","Hmgcs1"
"2474","Fdps","Hmgcs1"
"2475","Hmgcs2","Hmgcs1"
"2476","Hmgcs2","Hmgcs1"
"2477","Acacb","Hmgcs1"
"2478","Acacb","Hmgcs1"
"2479","Txnip","Hmgcs1"
"2480","Txnip","Hmgcs1"
"2481","Oxct1","Hmgcs1"
"2482","Oxct1","Hmgcs1"
"2483","Hadhb","Hmgcs1"
"2484","Hadhb","Hmgcs1"
"2485","Idi1","Hmgcs1"
"2486","Idi1","Hmgcs1"
"2487","Acadsb","Bckdhb"
"2488","Acadsb","Bckdhb"
"2489","Echs1","Bckdhb"
"2490","Echs1","Bckdhb"
"2491","Acadl","Bckdhb"
"2492","Acadl","Bckdhb"
"2493","Etfdh","Bckdhb"
"2494","Etfdh","Bckdhb"
"2495","Hadh","Bckdhb"
"2496","Hadh","Bckdhb"
"2497","Bcat2","Bckdhb"
"2498","Bcat2","Bckdhb"
"2499","Etfa","Bckdhb"
"2500","Etfa","Bckdhb"
"2501","Acaa2","Bckdhb"
"2502","Acaa2","Bckdhb"
"2503","Ppm1k","Bckdhb"
"2504","Ppm1k","Bckdhb"
"2505","Ephx2","Bckdhb"
"2506","Ephx2","Bckdhb"
"2507","Aldh6a1","Bckdhb"
"2508","Aldh6a1","Bckdhb"
"2509","Hadhb","Bckdhb"
"2510","Hadhb","Bckdhb"
