"","V1","V2"
"886","Ndrg1","Fasn"
"887","Lpl","Fasn"
"888","Lpl","Fasn"
"889","Pdk4","Fasn"
"890","Pdk4","Fasn"
"891","Acot2","Fasn"
"892","Acot2","Fasn"
"893","Srebf2","Fasn"
"894","Srebf2","Fasn"
"895","Cidea","Fasn"
"896","Cidea","Fasn"
"897","Cpt1a","Fasn"
"898","Cpt1a","Fasn"
"899","Scd2","Fasn"
"900","Scd2","Fasn"
"901","Echs1","Fasn"
"902","Echs1","Fasn"
"903","Acadl","Fasn"
"904","Acadl","Fasn"
"905","Cat","Fasn"
"906","Cat","Fasn"
"907","Fabp4","Fasn"
"908","Fabp4","Fasn"
"909","Hadh","Fasn"
"910","Hadh","Fasn"
"911","Abcd3","Fasn"
"912","Abcd3","Fasn"
"913","Cpt2","Fasn"
"914","Cpt2","Fasn"
"915","Slc2a1","Fasn"
"916","Slc2a1","Fasn"
"917","Ucp3","Fasn"
"918","Ucp3","Fasn"
"919","Dgat2","Fasn"
"920","Dgat2","Fasn"
"921","Acsl1","Fasn"
"922","Acsl1","Fasn"
"923","Slc27a1","Fasn"
"924","Slc27a1","Fasn"
"925","Ldlr","Fasn"
"926","Ldlr","Fasn"
"927","Me1","Fasn"
"928","Me1","Fasn"
"929","Slc25a20","Fasn"
"930","Slc25a20","Fasn"
"931","Dhcr24","Fasn"
"932","Dhcr24","Fasn"
"933","Prkaca","Rasl11b"
"934","Prkaca","Rasl11b"
"935","Smg1","Rasl11b"
"936","Smg1","Rasl11b"
"937","Ccnd2","Fbxo31"
"938","Ccnd2","Fbxo31"
"939","Ckmt2","Mlf1"
"940","Ckmt2","Mlf1"
"941","Srl","Mlf1"
"942","Srl","Mlf1"
"943","Pdlim5","Smtnl2"
"944","Pdlim5","Smtnl2"
"945","Pdlim3","Smtnl2"
"946","Pdlim3","Smtnl2"
"947","Uhrf1","Mcm3"
"948","Uhrf1","Mcm3"
"949","Dnmt1","Mcm3"
"950","Dnmt1","Mcm3"
"951","Ccng1","Mcm3"
"952","Ccng1","Mcm3"
"953","Mcm4","Mcm3"
"954","Mcm4","Mcm3"
"955","Mcm6","Mcm3"
"956","Mcm6","Mcm3"
"957","Crat","Mcm3"
"958","Crat","Mcm3"
"959","Pcna","Mcm3"
"960","Pcna","Mcm3"
"961","Rbl2","Mcm3"
"962","Rbl2","Mcm3"
"963","Smc4","Mcm3"
"964","Smc4","Mcm3"
"965","Coro6","Klhl31"
"966","Coro6","Klhl31"
"967","Ankrd1","Klhl31"
"968","Ankrd1","Klhl31"
"969","Klhl30","Klhl31"
"970","Klhl30","Klhl31"
"971","Myom2","Klhl31"
"972","Myom2","Klhl31"
"973","Lrrc2","Klhl31"
"974","Lrrc2","Klhl31"
"975","Fbxo31","Klhl31"
"976","Fbxo31","Klhl31"
"977","Scd2","Scd4"
"978","Scd2","Scd4"
"979","Fasn","Scd4"
"980","Fasn","Scd4"
"981","Klhl30","Cdc37l1"
"982","Klhl30","Cdc37l1"
"983","Gabarapl1","Cdc37l1"
"984","Gabarapl1","Cdc37l1"
"985","Fkbp4","Cdc37l1"
"986","Fkbp4","Cdc37l1"
"987","Pim3","Cdc37l1"
"988","Pim3","Cdc37l1"
"989","Ckmt2","Ankrd23"
"990","Ckmt2","Ankrd23"
"991","Acta1","Ankrd23"
"992","Acta1","Ankrd23"
"993","Cyp51","Insig1"
"994","Cyp51","Insig1"
"995","Lpl","Insig1"
"996","Lpl","Insig1"
"997","Srebf2","Insig1"
"998","Srebf2","Insig1"
"999","Npc1","Insig1"
"1000","Npc1","Insig1"
"1001","Hsd17b7","Insig1"
"1002","Hsd17b7","Insig1"
"1003","Pcna","Insig1"
"1004","Pcna","Insig1"
"1005","Fabp4","Insig1"
"1006","Fabp4","Insig1"
"1007","Dgat2","Insig1"
"1008","Dgat2","Insig1"
"1009","Acsl1","Insig1"
"1010","Acsl1","Insig1"
"1011","Ldlr","Insig1"
"1012","Ldlr","Insig1"
"1013","Dhcr24","Insig1"
"1014","Dhcr24","Insig1"
"1015","Fasn","Insig1"
"1016","Fasn","Insig1"
"1017","Uhrf1","Mcm2"
"1018","Uhrf1","Mcm2"
"1019","Dnmt1","Mcm2"
"1020","Dnmt1","Mcm2"
"1021","Ccng1","Mcm2"
"1022","Ccng1","Mcm2"
"1023","Mcm4","Mcm2"
"1024","Mcm4","Mcm2"
"1025","Mcm6","Mcm2"
"1026","Mcm6","Mcm2"
"1027","Pcna","Mcm2"
"1028","Pcna","Mcm2"
"1029","Rbl2","Mcm2"
"1030","Rbl2","Mcm2"
"1031","Smc4","Mcm2"
"1032","Smc4","Mcm2"
"1033","Ywhag","Mcm2"
"1034","Ywhag","Mcm2"
"1035","Mcm3","Mcm2"
"1036","Mcm3","Mcm2"
"1037","Ckb","Abat"
"1038","Ckb","Abat"
"1039","Acadsb","Abat"
"1040","Acadsb","Abat"
"1041","Aldh9a1","Abat"
"1042","Aldh9a1","Abat"
"1043","Cat","Abat"
"1044","Cat","Abat"
"1045","Fabp4","Abat"
"1046","Fabp4","Abat"
"1047","Hadh","Abat"
"1048","Hadh","Abat"
"1049","Aldh1a2","Abat"
"1050","Aldh1a2","Abat"
"1051","Etfb","Pcx"
"1052","Etfb","Pcx"
"1053","Pdk4","Pcx"
"1054","Pdk4","Pcx"
"1055","Cpt1a","Pcx"
"1056","Cpt1a","Pcx"
"1057","Cpt2","Pcx"
"1058","Cpt2","Pcx"
"1059","Etfa","Pcx"
"1060","Etfa","Pcx"
"1061","Me1","Pcx"
"1062","Me1","Pcx"
"1063","Fasn","Pcx"
"1064","Fasn","Pcx"
"1065","Dnmt1","Gpsm1"
"1066","Dnmt1","Gpsm1"
"1067","Strip2","Gpsm1"
"1068","Strip2","Gpsm1"
"1069","Per1","Per2"
"1070","Per1","Per2"
"1071","Atp6v1b2","Sh3bp4"
"1072","Atp6v1b2","Sh3bp4"
"1073","Ckb","Ak1"
"1074","Ckb","Ak1"
"1075","Ckmt2","Ak1"
"1076","Ckmt2","Ak1"
"1077","Srl","Ak1"
"1078","Srl","Ak1"
"1079","Pdlim3","Ak1"
"1080","Pdlim3","Ak1"
"1081","Me1","Ak1"
"1082","Me1","Ak1"
"1083","Plin5","Retsat"
"1084","Plin5","Retsat"
"1085","Dhrs4","Retsat"
"1086","Dhrs4","Retsat"
"1087","Hsd17b4","Retsat"
"1088","Hsd17b4","Retsat"
"1089","Etfdh","Retsat"
"1090","Etfdh","Retsat"
"1091","Elmod3","Retsat"
"1092","Elmod3","Retsat"
"1093","Angptl4","Ephx2"
"1094","Angptl4","Ephx2"
"1095","Ndrg2","Ephx2"
"1096","Ndrg2","Ephx2"
"1097","Acot2","Ephx2"
"1098","Acot2","Ephx2"
"1099","Dhrs4","Ephx2"
"1100","Dhrs4","Ephx2"
"1101","Hsd17b4","Ephx2"
"1102","Hsd17b4","Ephx2"
"1103","Gsto1","Ephx2"
"1104","Gsto1","Ephx2"
"1105","Cat","Ephx2"
"1106","Cat","Ephx2"
"1107","Fabp4","Ephx2"
"1108","Fabp4","Ephx2"
"1109","Lipe","Fabp3"
"1110","Lipe","Fabp3"
"1111","Lpl","Fabp3"
"1112","Lpl","Fabp3"
"1113","Pdk4","Fabp3"
"1114","Pdk4","Fabp3"
"1115","Ckmt2","Fabp3"
"1116","Ckmt2","Fabp3"
"1117","Eci1","Fabp3"
"1118","Eci1","Fabp3"
"1119","Hsd17b4","Fabp3"
"1120","Hsd17b4","Fabp3"
"1121","Cidea","Fabp3"
"1122","Cidea","Fabp3"
"1123","Cpt1a","Fabp3"
"1124","Cpt1a","Fabp3"
"1125","Echs1","Fabp3"
"1126","Echs1","Fabp3"
"1127","Acadl","Fabp3"
"1128","Acadl","Fabp3"
"1129","Decr1","Fabp3"
"1130","Decr1","Fabp3"
"1131","Cpt2","Fabp3"
"1132","Cpt2","Fabp3"
"1133","Ucp3","Fabp3"
"1134","Ucp3","Fabp3"
"1135","Dgat2","Fabp3"
"1136","Dgat2","Fabp3"
"1137","Acsl1","Fabp3"
"1138","Acsl1","Fabp3"
"1139","Slc27a1","Fabp3"
"1140","Slc27a1","Fabp3"
"1141","Me1","Fabp3"
"1142","Me1","Fabp3"
"1143","Slc25a20","Fabp3"
"1144","Slc25a20","Fabp3"
"1145","Acaa2","Fabp3"
"1146","Acaa2","Fabp3"
"1147","Fasn","Fabp3"
"1148","Fasn","Fabp3"
"1149","Insig1","Fabp3"
"1150","Insig1","Fabp3"
"1151","Ak1","Fabp3"
"1152","Ak1","Fabp3"
"1153","Slc2a1","Bsg"
"1154","Slc2a1","Bsg"
"1155","Tspan3","Bsg"
"1156","Tspan3","Bsg"
"1157","Etfdh","Entpd5"
"1158","Etfdh","Entpd5"
"1159","Myom2","Entpd5"
"1160","Myom2","Entpd5"
"1161","Ak1","Entpd5"
"1162","Ak1","Entpd5"
"1163","Adra1b","Entpd5"
"1164","Adra1b","Entpd5"
"1165","Ccnd2","Ccnb1"
"1166","Ccnd2","Ccnb1"
"1167","Uhrf1","Ccnb1"
"1168","Uhrf1","Ccnb1"
"1169","Dnmt1","Ccnb1"
"1170","Dnmt1","Ccnb1"
"1171","Prkaca","Ccnb1"
"1172","Prkaca","Ccnb1"
"1173","Ccng1","Ccnb1"
"1174","Ccng1","Ccnb1"
"1175","Mcm4","Ccnb1"
"1176","Mcm4","Ccnb1"
"1177","Cdkn1a","Ccnb1"
"1178","Cdkn1a","Ccnb1"
"1179","Mcm6","Ccnb1"
"1180","Mcm6","Ccnb1"
"1181","Pcna","Ccnb1"
"1182","Pcna","Ccnb1"
"1183","Prkag2","Ccnb1"
"1184","Prkag2","Ccnb1"
"1185","Rbl2","Ccnb1"
"1186","Rbl2","Ccnb1"
"1187","Smc4","Ccnb1"
"1188","Smc4","Ccnb1"
"1189","Foxo3","Ccnb1"
"1190","Foxo3","Ccnb1"
"1191","Ywhag","Ccnb1"
"1192","Ywhag","Ccnb1"
"1193","Mcm3","Ccnb1"
"1194","Mcm3","Ccnb1"
"1195","Mcm2","Ccnb1"
"1196","Mcm2","Ccnb1"
"1197","Ckmt2","Myom1"
"1198","Ckmt2","Myom1"
"1199","Srl","Myom1"
"1200","Srl","Myom1"
"1201","Myom2","Myom1"
"1202","Myom2","Myom1"
"1203","Acta1","Myom1"
"1204","Acta1","Myom1"
"1205","Klhl31","Myom1"
"1206","Klhl31","Myom1"
"1207","Ankrd23","Myom1"
"1208","Ankrd23","Myom1"
"1209","Nkx2-5","Lrrc10"
"1210","Nkx2-5","Lrrc10"
"1211","Ky","Lrrc10"
"1212","Ky","Lrrc10"
"1213","Fras1","Lrrc10"
"1214","Fras1","Lrrc10"
"1215","Prkaca","Ppp1r1b"
"1216","Prkaca","Ppp1r1b"
"1217","Fkbp10","Fkbp5"
"1218","Fkbp10","Fkbp5"
"1219","Dnmt1","Fkbp5"
"1220","Dnmt1","Fkbp5"
"1221","Ddit4","Fkbp5"
"1222","Ddit4","Fkbp5"
"1223","Clca1","Fkbp5"
"1224","Clca1","Fkbp5"
"1225","Fkbp4","Fkbp5"
"1226","Fkbp4","Fkbp5"
"1227","Mcm3","Paqr9"
"1228","Mcm3","Paqr9"
"1229","Cyp51","Fdps"
"1230","Cyp51","Fdps"
"1231","Srebf2","Fdps"
"1232","Srebf2","Fdps"
"1233","Hsd17b7","Fdps"
"1234","Hsd17b7","Fdps"
"1235","Coq3","Fdps"
"1236","Coq3","Fdps"
"1237","Ldlr","Fdps"
"1238","Ldlr","Fdps"
"1239","Dhcr24","Fdps"
"1240","Dhcr24","Fdps"
"1241","Fasn","Fdps"
"1242","Fasn","Fdps"
"1243","Insig1","Fdps"
"1244","Insig1","Fdps"
"1245","Asb11","Cish"
"1246","Asb11","Cish"
"1247","Lrrc2","Cish"
"1248","Lrrc2","Cish"
"1249","Ckb","Aldh6a1"
"1250","Ckb","Aldh6a1"
"1251","Acadsb","Aldh6a1"
"1252","Acadsb","Aldh6a1"
"1253","Ckmt2","Aldh6a1"
"1254","Ckmt2","Aldh6a1"
"1255","Echs1","Aldh6a1"
"1256","Echs1","Aldh6a1"
"1257","Acadl","Aldh6a1"
"1258","Acadl","Aldh6a1"
"1259","Aldh9a1","Aldh6a1"
"1260","Aldh9a1","Aldh6a1"
"1261","Hadh","Aldh6a1"
"1262","Hadh","Aldh6a1"
"1263","Decr1","Aldh6a1"
"1264","Decr1","Aldh6a1"
"1265","Hsdl2","Aldh6a1"
"1266","Hsdl2","Aldh6a1"
"1267","Bcat2","Aldh6a1"
"1268","Bcat2","Aldh6a1"
"1269","Aldh1a2","Aldh6a1"
"1270","Aldh1a2","Aldh6a1"
"1271","Acaa2","Aldh6a1"
"1272","Acaa2","Aldh6a1"
"1273","Abat","Aldh6a1"
"1274","Abat","Aldh6a1"
"1275","Ephx2","Aldh6a1"
"1276","Ephx2","Aldh6a1"
"1277","Entpd5","Aldh6a1"
"1278","Entpd5","Aldh6a1"
"1279","Ckmt2","Hrc"
"1280","Ckmt2","Hrc"
"1281","Srl","Hrc"
"1282","Srl","Hrc"
"1283","Klhl30","Hrc"
"1284","Klhl30","Hrc"
"1285","Acta1","Hrc"
"1286","Acta1","Hrc"
"1287","Hspb6","Hrc"
"1288","Hspb6","Hrc"
"1289","Ankrd23","Hrc"
"1290","Ankrd23","Hrc"
"1291","Myom1","Hrc"
"1292","Myom1","Hrc"
"1293","Plin3","Anp32a"
"1294","Plin3","Anp32a"
"1295","Slc38a2","Glul"
"1296","Slc38a2","Glul"
"1297","Hspd1","Glul"
"1298","Hspd1","Glul"
"1299","Aldh9a1","Glul"
"1300","Aldh9a1","Glul"
"1301","Cat","Glul"
"1302","Cat","Glul"
"1303","Abat","Glul"
"1304","Abat","Glul"
"1305","Pcx","Glul"
"1306","Pcx","Glul"
"1307","Ptp4a1","Ppp1r3c"
"1308","Ptp4a1","Ppp1r3c"
"1309","Kcne1","Abcc9"
"1310","Kcne1","Abcc9"
"1311","Cyp51","Hmgcs2"
"1312","Cyp51","Hmgcs2"
"1313","Angptl4","Hmgcs2"
"1314","Angptl4","Hmgcs2"
"1315","Pdk4","Hmgcs2"
"1316","Pdk4","Hmgcs2"
"1317","Srebf2","Hmgcs2"
"1318","Srebf2","Hmgcs2"
"1319","Eci1","Hmgcs2"
"1320","Eci1","Hmgcs2"
"1321","Hsd17b4","Hmgcs2"
"1322","Hsd17b4","Hmgcs2"
"1323","Cpt1a","Hmgcs2"
"1324","Cpt1a","Hmgcs2"
"1325","Echs1","Hmgcs2"
"1326","Echs1","Hmgcs2"
"1327","Acadl","Hmgcs2"
"1328","Acadl","Hmgcs2"
"1329","Hsd17b7","Hmgcs2"
"1330","Hsd17b7","Hmgcs2"
"1331","Hadh","Hmgcs2"
"1332","Hadh","Hmgcs2"
"1333","Cpt2","Hmgcs2"
"1334","Cpt2","Hmgcs2"
"1335","Acsl1","Hmgcs2"
"1336","Acsl1","Hmgcs2"
"1337","Slc27a1","Hmgcs2"
"1338","Slc27a1","Hmgcs2"
"1339","Ldlr","Hmgcs2"
"1340","Ldlr","Hmgcs2"
"1341","Slc25a20","Hmgcs2"
"1342","Slc25a20","Hmgcs2"
"1343","Acaa2","Hmgcs2"
"1344","Acaa2","Hmgcs2"
"1345","Dhcr24","Hmgcs2"
"1346","Dhcr24","Hmgcs2"
"1347","Fasn","Hmgcs2"
"1348","Fasn","Hmgcs2"
"1349","Insig1","Hmgcs2"
"1350","Insig1","Hmgcs2"
"1351","Pcx","Hmgcs2"
"1352","Pcx","Hmgcs2"
"1353","Fdps","Hmgcs2"
"1354","Fdps","Hmgcs2"
"1355","Calr","Prnp"
"1356","Calr","Prnp"
"1357","Hspd1","Prnp"
"1358","Hspd1","Prnp"
"1359","Lamc1","Prnp"
"1360","Lamc1","Prnp"
"1361","Mfge8","Prnp"
"1362","Mfge8","Prnp"
"1363","Hspb6","Prnp"
"1364","Hspb6","Prnp"
"1365","Bsg","Prnp"
"1366","Bsg","Prnp"
"1367","Atp6v1b2","Insr"
"1368","Atp6v1b2","Insr"
"1369","Pdk4","Insr"
"1370","Pdk4","Insr"
"1371","Igfbp3","Insr"
"1372","Igfbp3","Insr"
"1373","Cpt1a","Insr"
"1374","Cpt1a","Insr"
"1375","Igfbp5","Insr"
"1376","Igfbp5","Insr"
"1377","Cat","Insr"
"1378","Cat","Insr"
"1379","Slc2a1","Insr"
"1380","Slc2a1","Insr"
"1381","Pdlim3","Insr"
"1382","Pdlim3","Insr"
"1383","Ogt","Insr"
"1384","Ogt","Insr"
"1385","Fgf1","Insr"
"1386","Fgf1","Insr"
"1387","Foxo3","Insr"
"1388","Foxo3","Insr"
"1389","Ywhag","Insr"
"1390","Ywhag","Insr"
"1391","Fasn","Insr"
"1392","Fasn","Insr"
"1393","Cish","Insr"
"1394","Cish","Insr"
"1395","Ppp1r3c","Insr"
"1396","Ppp1r3c","Insr"
"1397","Dkk3","Dynlt1b"
"1398","Dkk3","Dynlt1b"
"1399","Gpsm1","Dynlt1b"
"1400","Gpsm1","Dynlt1b"
"1401","Prkaca","Adcy6"
"1402","Prkaca","Adcy6"
"1403","Pdk4","Mlycd"
"1404","Pdk4","Mlycd"
"1405","Acot2","Mlycd"
"1406","Acot2","Mlycd"
"1407","Hsd17b4","Mlycd"
"1408","Hsd17b4","Mlycd"
"1409","Cpt1a","Mlycd"
"1410","Cpt1a","Mlycd"
"1411","Acadl","Mlycd"
"1412","Acadl","Mlycd"
"1413","Crat","Mlycd"
"1414","Crat","Mlycd"
"1415","Cat","Mlycd"
"1416","Cat","Mlycd"
"1417","Hadh","Mlycd"
"1418","Hadh","Mlycd"
"1419","Cpt2","Mlycd"
"1420","Cpt2","Mlycd"
"1421","Prkag2","Mlycd"
"1422","Prkag2","Mlycd"
"1423","Ucp3","Mlycd"
"1424","Ucp3","Mlycd"
"1425","Dgat2","Mlycd"
"1426","Dgat2","Mlycd"
"1427","Slc27a1","Mlycd"
"1428","Slc27a1","Mlycd"
"1429","Slc25a20","Mlycd"
"1430","Slc25a20","Mlycd"
"1431","Acaa2","Mlycd"
"1432","Acaa2","Mlycd"
"1433","Fasn","Mlycd"
"1434","Fasn","Mlycd"
"1435","Ephx2","Mlycd"
"1436","Ephx2","Mlycd"
"1437","Aldh6a1","Mlycd"
"1438","Aldh6a1","Mlycd"
"1439","Atp6v1b2","Sesn1"
"1440","Atp6v1b2","Sesn1"
"1441","Ddit4","Sesn1"
"1442","Ddit4","Sesn1"
"1443","Cdkn1a","Sesn1"
"1444","Cdkn1a","Sesn1"
"1445","Prkag2","Sesn1"
"1446","Prkag2","Sesn1"
"1447","Foxo3","Sesn1"
"1448","Foxo3","Sesn1"
"1449","Nkx2-5","Nppa"
"1450","Nkx2-5","Nppa"
"1451","Ckmt2","Nppa"
"1452","Ckmt2","Nppa"
"1453","Ankrd1","Nppa"
"1454","Ankrd1","Nppa"
"1455","Acta1","Nppa"
"1456","Acta1","Nppa"
"1457","Kcne1","Nppa"
"1458","Kcne1","Nppa"
"1459","Myom1","Nppa"
"1460","Myom1","Nppa"
"1461","Nkx2-5","Nppb"
"1462","Nkx2-5","Nppb"
"1463","Ankrd1","Nppb"
"1464","Ankrd1","Nppb"
"1465","Acta1","Nppb"
"1466","Acta1","Nppb"
"1467","Lrrc10","Nppb"
"1468","Lrrc10","Nppb"
"1469","Nppa","Nppb"
"1470","Nppa","Nppb"
"1471","Fras1","Rtn4rl1"
"1472","Fras1","Rtn4rl1"
"1473","Etfb","Acadvl"
"1474","Etfb","Acadvl"
"1475","Lpl","Acadvl"
"1476","Lpl","Acadvl"
"1477","Pdk4","Acadvl"
"1478","Pdk4","Acadvl"
"1479","Plin5","Acadvl"
"1480","Plin5","Acadvl"
"1481","Acot2","Acadvl"
"1482","Acot2","Acadvl"
"1483","Eci1","Acadvl"
"1484","Eci1","Acadvl"
"1485","Hsd17b4","Acadvl"
"1486","Hsd17b4","Acadvl"
"1487","Cpt1a","Acadvl"
"1488","Cpt1a","Acadvl"
"1489","Echs1","Acadvl"
"1490","Echs1","Acadvl"
"1491","Acadl","Acadvl"
"1492","Acadl","Acadvl"
"1493","Crat","Acadvl"
"1494","Crat","Acadvl"
"1495","Cat","Acadvl"
"1496","Cat","Acadvl"
"1497","Fabp4","Acadvl"
"1498","Fabp4","Acadvl"
"1499","Etfdh","Acadvl"
"1500","Etfdh","Acadvl"
"1501","Hadh","Acadvl"
"1502","Hadh","Acadvl"
"1503","Decr1","Acadvl"
"1504","Decr1","Acadvl"
"1505","Hsdl2","Acadvl"
"1506","Hsdl2","Acadvl"
"1507","Cpt2","Acadvl"
"1508","Cpt2","Acadvl"
"1509","Ucp3","Acadvl"
"1510","Ucp3","Acadvl"
"1511","Dgat2","Acadvl"
"1512","Dgat2","Acadvl"
"1513","Acsl1","Acadvl"
"1514","Acsl1","Acadvl"
"1515","Slc27a1","Acadvl"
"1516","Slc27a1","Acadvl"
"1517","Etfa","Acadvl"
"1518","Etfa","Acadvl"
"1519","Me1","Acadvl"
"1520","Me1","Acadvl"
"1521","Slc25a20","Acadvl"
"1522","Slc25a20","Acadvl"
"1523","Acaa2","Acadvl"
"1524","Acaa2","Acadvl"
"1525","Fasn","Acadvl"
"1526","Fasn","Acadvl"
"1527","Pcx","Acadvl"
"1528","Pcx","Acadvl"
"1529","Retsat","Acadvl"
"1530","Retsat","Acadvl"
"1531","Fabp3","Acadvl"
"1532","Fabp3","Acadvl"
"1533","Aldh6a1","Acadvl"
"1534","Aldh6a1","Acadvl"
"1535","Hmgcs2","Acadvl"
"1536","Hmgcs2","Acadvl"
"1537","Mlycd","Acadvl"
"1538","Mlycd","Acadvl"
"1539","Lipe","Acacb"
"1540","Lipe","Acacb"
"1541","Lpl","Acacb"
"1542","Lpl","Acacb"
"1543","Srebf2","Acacb"
"1544","Srebf2","Acacb"
"1545","Cpt1a","Acacb"
"1546","Cpt1a","Acacb"
"1547","Acadl","Acacb"
"1548","Acadl","Acacb"
"1549","Fabp4","Acacb"
"1550","Fabp4","Acacb"
"1551","Hadh","Acacb"
"1552","Hadh","Acacb"
"1553","Cpt2","Acacb"
"1554","Cpt2","Acacb"
"1555","Prkag2","Acacb"
"1556","Prkag2","Acacb"
"1557","Dgat2","Acacb"
"1558","Dgat2","Acacb"
"1559","Acsl1","Acacb"
"1560","Acsl1","Acacb"
"1561","Slc27a1","Acacb"
"1562","Slc27a1","Acacb"
"1563","Me1","Acacb"
"1564","Me1","Acacb"
"1565","Pim3","Acacb"
"1566","Pim3","Acacb"
"1567","Fasn","Acacb"
"1568","Fasn","Acacb"
"1569","Pcx","Acacb"
"1570","Pcx","Acacb"
"1571","Aldh6a1","Acacb"
"1572","Aldh6a1","Acacb"
"1573","Hmgcs2","Acacb"
"1574","Hmgcs2","Acacb"
"1575","Mlycd","Acacb"
"1576","Mlycd","Acacb"
"1577","Acadvl","Acacb"
"1578","Acadvl","Acacb"
"1579","Tspan3","Ptgfrn"
"1580","Tspan3","Ptgfrn"
"1581","Ttyh3","Ptgfrn"
"1582","Ttyh3","Ptgfrn"
"1583","Vwa8","Cobll1"
"1584","Vwa8","Cobll1"
"1585","Acot2","Acot11"
"1586","Acot2","Acot11"
"1587","Cidea","Acot11"
"1588","Cidea","Acot11"
"1589","Clca1","Acot11"
"1590","Clca1","Acot11"
"1591","Rftn1","Acot11"
"1592","Rftn1","Acot11"
"1593","Ndrg1","Sqstm1"
"1594","Ndrg1","Sqstm1"
"1595","Cat","Sqstm1"
"1596","Cat","Sqstm1"
"1597","Gabarapl1","Sqstm1"
"1598","Gabarapl1","Sqstm1"
"1599","Acta1","Sqstm1"
"1600","Acta1","Sqstm1"
"1601","Foxo3","Sqstm1"
"1602","Foxo3","Sqstm1"
"1603","Prnp","Sqstm1"
"1604","Prnp","Sqstm1"
"1605","Nkx2-5","Myh7"
"1606","Nkx2-5","Myh7"
"1607","Ckmt2","Myh7"
"1608","Ckmt2","Myh7"
"1609","Ankrd1","Myh7"
"1610","Ankrd1","Myh7"
"1611","Lrrc39","Myh7"
"1612","Lrrc39","Myh7"
"1613","Prkag2","Myh7"
"1614","Prkag2","Myh7"
"1615","Myom2","Myh7"
"1616","Myom2","Myh7"
"1617","Pdlim3","Myh7"
"1618","Pdlim3","Myh7"
"1619","Acta1","Myh7"
"1620","Acta1","Myh7"
"1621","Ky","Myh7"
"1622","Ky","Myh7"
"1623","Nppa","Myh7"
"1624","Nppa","Myh7"
"1625","Nppb","Myh7"
"1626","Nppb","Myh7"
"1627","Lamc1","Col15a1"
"1628","Lamc1","Col15a1"
"1629","Insig1","Hmga1"
"1630","Insig1","Hmga1"
"1631","Fdps","Hmga1"
"1632","Fdps","Hmga1"
"1633","Lipe","Agpat3"
"1634","Lipe","Agpat3"
"1635","Lpcat3","Agpat3"
"1636","Lpcat3","Agpat3"
"1637","Plin5","Agpat3"
"1638","Plin5","Agpat3"
"1639","Dgat2","Agpat3"
"1640","Dgat2","Agpat3"
"1641","Acsl1","Agpat3"
"1642","Acsl1","Agpat3"
"1643","Nkx2-5","Fblim1"
"1644","Nkx2-5","Fblim1"
"1645","Ctnnal1","Fblim1"
"1646","Ctnnal1","Fblim1"
"1647","Slc25a34","Fblim1"
"1648","Slc25a34","Fblim1"
"1649","Angptl4","Bnip3"
"1650","Angptl4","Bnip3"
"1651","Ndrg1","Bnip3"
"1652","Ndrg1","Bnip3"
"1653","Ddit4","Bnip3"
"1654","Ddit4","Bnip3"
"1655","Cat","Bnip3"
"1656","Cat","Bnip3"
"1657","Slc2a1","Bnip3"
"1658","Slc2a1","Bnip3"
"1659","Gabarapl1","Bnip3"
"1660","Gabarapl1","Bnip3"
"1661","Foxo3","Bnip3"
"1662","Foxo3","Bnip3"
"1663","Sqstm1","Bnip3"
"1664","Sqstm1","Bnip3"
"1665","Gstm1","Sult1a1"
"1666","Gstm1","Sult1a1"
"1667","Csrp1","Synpo2"
"1668","Csrp1","Synpo2"
"1669","Etfdh","Synpo2"
"1670","Etfdh","Synpo2"
"1671","Acta1","Synpo2"
"1672","Acta1","Synpo2"
"1673","Ctnnal1","Synpo2"
"1674","Ctnnal1","Synpo2"
"1675","Vwa8","Synpo2"
"1676","Vwa8","Synpo2"
"1677","Fblim1","Synpo2"
"1678","Fblim1","Synpo2"
"1679","Ddit4","Txnip"
"1680","Ddit4","Txnip"
"1681","Cat","Txnip"
"1682","Cat","Txnip"
"1683","Slc2a1","Txnip"
"1684","Slc2a1","Txnip"
"1685","Foxo3","Txnip"
"1686","Foxo3","Txnip"
"1687","Fkbp5","Txnip"
"1688","Fkbp5","Txnip"
"1689","Cdkn1a","Hif3a"
"1690","Cdkn1a","Hif3a"
"1691","Foxo3","Hif3a"
"1692","Foxo3","Hif3a"
"1693","Bnip3","Hif3a"
"1694","Bnip3","Hif3a"
"1695","Angptl4","Cpt1b"
"1696","Angptl4","Cpt1b"
"1697","Lipe","Cpt1b"
"1698","Lipe","Cpt1b"
"1699","Lpl","Cpt1b"
"1700","Lpl","Cpt1b"
"1701","Acadsb","Cpt1b"
"1702","Acadsb","Cpt1b"
"1703","Pdk4","Cpt1b"
"1704","Pdk4","Cpt1b"
"1705","Plin5","Cpt1b"
"1706","Plin5","Cpt1b"
"1707","Acot2","Cpt1b"
"1708","Acot2","Cpt1b"
"1709","Eci1","Cpt1b"
"1710","Eci1","Cpt1b"
"1711","Hsd17b4","Cpt1b"
"1712","Hsd17b4","Cpt1b"
"1713","Cidea","Cpt1b"
"1714","Cidea","Cpt1b"
"1715","Cpt1a","Cpt1b"
"1716","Cpt1a","Cpt1b"
"1717","Echs1","Cpt1b"
"1718","Echs1","Cpt1b"
"1719","Acadl","Cpt1b"
"1720","Acadl","Cpt1b"
"1721","Fabp4","Cpt1b"
"1722","Fabp4","Cpt1b"
